face_detected,head_tilt_angle,shoulder_position,posture_label
1,14.45,0.43,Distracted
1,29.71,0.9,Distracted
1,26.61,0.85,Distracted
1,18.84,0.66,Distracted
1,22.09,0.96,Distracted
1,28.83,0.52,Distracted
1,23.6,0.62,Distracted
1,23.51,0.5,Distracted
1,12.12,0.57,Distracted
0,23.91,0.2,Idle
1,14.99,0.57,Distracted
1,16.06,0.89,Distracted
1,7.92,0.45,Distracted
1,22.62,0.76,Distracted
0,30.5,0.1,Idle
1,5.12,0.94,Working
1,20.45,0.78,Distracted
1,27.02,0.58,Distracted
1,26.87,0.74,Distracted
1,9.85,0.92,Working
0,22.36,0.33,Idle
1,5.75,0.55,Distracted
1,23.64,0.67,Distracted
0,32.62,0.19,Idle
1,2.9,0.51,Distracted
1,26.46,0.69,Distracted
1,24.33,0.82,Distracted
1,10.05,0.67,Distracted
1,17.62,0.95,Distracted
1,18.99,0.64,Distracted
0,25.38,0.22,Idle
1,6.38,0.6,Distracted
1,3.93,0.96,Working
0,33.54,0.21,Idle
1,22.07,0.7,Distracted
1,26.08,0.4,Distracted
0,37.68,0.2,Idle
1,19.94,0.73,Distracted
1,19.91,0.87,Distracted
1,9.17,0.62,Working
1,28.23,0.44,Distracted
1,20.69,0.78,Distracted
1,21.49,0.99,Distracted
1,17.11,0.62,Distracted
1,3.36,0.64,Distracted
1,16.81,0.48,Distracted
1,24.33,0.61,Distracted
1,1.61,0.53,Distracted
1,15.19,0.56,Distracted
1,29.96,0.64,Distracted
1,9.57,0.55,Distracted
1,26.6,0.81,Distracted
0,22.12,0.13,Idle
1,10.56,0.85,Distracted
1,17.05,0.88,Distracted
1,6.96,0.99,Working
1,12.4,0.5,Distracted
1,22.42,1.0,Distracted
0,21.89,0.35,Idle
1,0.58,0.87,Working
1,8.59,0.5,Distracted
1,23.79,0.85,Distracted
1,16.32,0.99,Distracted
0,36.16,0.28,Idle
1,7.51,0.98,Working
1,20.99,0.82,Distracted
1,24.46,0.65,Distracted
1,28.04,0.7,Distracted
1,27.98,0.78,Distracted
1,5.51,0.46,Distracted
1,12.57,0.94,Distracted
0,28.0,0.3,Idle
1,15.24,0.46,Distracted
1,27.06,0.77,Distracted
0,24.6,0.31,Idle
1,16.11,0.96,Distracted
1,1.77,0.74,Working
0,32.67,0.26,Idle
1,3.6,0.95,Working
0,38.07,0.25,Idle
1,0.71,0.6,Distracted
0,27.48,0.31,Idle
0,39.64,0.25,Idle
1,20.03,0.43,Distracted
0,35.82,0.14,Idle
1,15.46,0.42,Distracted
1,15.62,0.69,Distracted
1,29.06,0.96,Distracted
1,1.93,0.61,Distracted
1,5.17,0.76,Working
1,1.21,0.43,Distracted
1,5.08,0.96,Working
1,9.24,0.78,Working
1,9.37,0.94,Working
1,7.49,0.64,Distracted
1,21.79,0.8,Distracted
0,30.39,0.11,Idle
1,20.41,0.42,Distracted
1,17.21,0.87,Distracted
1,21.06,0.8,Distracted
0,34.0,0.17,Idle
0,38.75,0.37,Idle
1,8.97,0.98,Working
1,2.18,0.43,Distracted
1,17.05,0.45,Distracted
1,19.13,0.73,Distracted
0,23.82,0.12,Idle
1,15.17,0.6,Distracted
1,11.89,0.44,Distracted
1,21.96,0.52,Distracted
1,23.68,0.53,Distracted
1,15.05,0.46,Distracted
1,26.84,0.59,Distracted
1,12.21,0.95,Distracted
1,24.45,0.56,Distracted
1,27.09,0.64,Distracted
1,15.02,0.99,Distracted
1,20.07,0.74,Distracted
0,22.61,0.31,Idle
1,4.01,0.79,Working
1,27.07,0.73,Distracted
0,20.21,0.38,Idle
1,14.2,0.99,Distracted
1,9.0,0.4,Distracted
1,2.08,0.96,Working
0,25.5,0.19,Idle
1,9.0,0.9,Working
1,14.73,0.62,Distracted
1,7.14,0.56,Distracted
1,22.98,0.77,Distracted
1,19.34,0.91,Distracted
1,27.49,0.72,Distracted
1,1.54,0.62,Distracted
1,19.52,0.54,Distracted
1,26.88,0.41,Distracted
0,38.94,0.22,Idle
1,22.05,0.58,Distracted
1,28.5,0.52,Distracted
1,11.45,0.85,Distracted
1,4.19,0.95,Working
0,23.21,0.22,Idle
1,19.45,0.97,Distracted
0,22.38,0.25,Idle
1,10.61,0.78,Distracted
1,6.55,0.8,Working
1,0.11,0.55,Distracted
1,6.51,0.84,Working
0,31.53,0.31,Idle
1,17.6,0.6,Distracted
1,8.2,0.83,Working
0,37.6,0.14,Idle
1,17.03,0.81,Distracted
1,16.46,0.62,Distracted
1,0.77,0.48,Distracted
1,16.07,0.82,Distracted
1,8.51,0.8,Working
1,4.53,0.7,Distracted
1,6.99,0.89,Working
0,32.57,0.25,Idle
1,10.65,0.88,Distracted
1,3.69,0.47,Distracted
0,32.04,0.18,Idle
1,25.39,0.57,Distracted
1,21.12,0.42,Distracted
1,22.1,0.67,Distracted
1,26.56,0.59,Distracted
1,24.86,0.74,Working
1,29.64,0.68,Distracted
0,25.8,0.29,Idle
1,0.93,0.89,Working
1,16.4,0.75,Distracted
1,4.67,0.69,Distracted
0,28.07,0.25,Idle
1,28.16,0.56,Distracted
1,12.06,0.97,Distracted
1,11.08,0.52,Distracted
1,24.87,0.96,Distracted
1,1.51,0.91,Working
1,2.72,0.4,Distracted
1,16.57,0.58,Distracted
1,10.13,0.55,Distracted
1,15.57,0.66,Distracted
0,26.51,0.16,Idle
1,11.49,0.69,Distracted
1,6.74,0.7,Working
1,5.93,0.89,Working
0,35.0,0.16,Idle
1,13.5,0.51,Distracted
1,0.9,0.4,Distracted
1,9.62,0.41,Distracted
1,5.89,0.65,Distracted
1,8.35,0.62,Distracted
1,11.98,0.92,Distracted
1,10.12,0.99,Distracted
1,28.65,0.87,Distracted
1,28.21,0.79,Distracted
0,39.94,0.26,Idle
1,25.47,0.9,Distracted
1,14.92,0.62,Distracted
1,7.75,0.46,Distracted
1,17.92,0.62,Distracted
1,7.42,0.95,Working
0,29.64,0.11,Idle
1,2.72,0.68,Distracted
0,26.48,0.29,Idle
0,34.1,0.4,Idle
1,20.74,0.96,Distracted
1,28.08,0.55,Distracted
1,24.13,0.68,Distracted
1,16.03,0.66,Distracted
1,11.05,0.77,Distracted
1,12.41,0.95,Distracted
0,29.82,0.24,Idle
1,24.79,0.44,Distracted
1,7.89,0.99,Working
1,9.56,0.84,Working
1,24.89,0.81,Distracted
1,26.67,0.9,Distracted
1,25.8,0.88,Distracted
1,18.52,0.93,Distracted
0,37.64,0.11,Idle
1,9.4,0.8,Working
0,32.57,0.13,Idle
1,16.66,0.83,Distracted
1,12.44,0.85,Distracted
1,22.7,0.43,Distracted
1,4.82,0.48,Distracted
1,3.22,0.67,Distracted
1,19.35,0.8,Distracted
1,20.06,0.52,Distracted
0,36.84,0.3,Idle
1,12.17,0.97,Distracted
1,4.05,0.8,Working
0,36.36,0.18,Idle
1,26.2,0.93,Distracted
0,35.52,0.17,Idle
1,7.75,0.8,Working
1,12.53,0.44,Distracted
1,11.39,0.56,Distracted
1,0.83,0.74,Working
1,2.4,0.41,Distracted
1,25.93,0.92,Distracted
1,12.44,0.74,Distracted
1,24.98,0.57,Distracted
1,21.42,0.84,Distracted
0,27.39,0.38,Idle
0,21.57,0.22,Idle
1,25.62,0.5,Distracted
1,12.98,0.8,Distracted
1,23.99,0.55,Distracted
1,14.85,0.57,Distracted
1,5.67,0.76,Working
1,6.0,0.55,Distracted
1,16.2,0.93,Distracted
1,27.37,0.93,Distracted
1,23.98,0.42,Distracted
1,1.46,0.96,Working
1,25.83,0.55,Distracted
0,37.95,0.22,Idle
1,26.88,0.42,Distracted
1,19.78,0.93,Distracted
1,26.91,0.7,Distracted
1,0.2,0.8,Working
0,28.78,0.1,Idle
0,28.79,0.1,Idle
1,12.64,0.79,Distracted
1,22.36,0.9,Distracted
1,16.1,0.56,Distracted
1,18.27,0.62,Distracted
1,14.9,0.77,Distracted
0,24.78,0.39,Idle
1,13.13,0.64,Distracted
1,21.82,0.83,Distracted
1,25.03,0.8,Distracted
1,17.76,0.78,Distracted
1,8.73,0.52,Distracted
0,34.74,0.2,Idle
1,21.08,0.63,Distracted
1,26.89,0.47,Distracted
1,11.63,0.46,Distracted
1,11.75,0.72,Distracted
0,33.01,0.18,Idle
1,23.33,0.93,Distracted
1,28.52,0.72,Distracted
1,8.53,0.51,Distracted
1,24.93,0.84,Distracted
1,11.68,0.73,Distracted
1,1.68,0.99,Working
1,17.92,0.47,Distracted
1,1.85,0.64,Distracted
1,1.28,0.74,Working
0,30.34,0.32,Idle
1,15.0,0.98,Distracted
1,16.53,0.54,Distracted
0,33.65,0.11,Idle
1,26.05,0.63,Distracted
0,34.22,0.35,Idle
1,5.68,0.97,Working
0,24.84,0.18,Idle
1,15.59,0.45,Distracted
1,6.76,0.94,Working
1,18.25,0.43,Distracted
1,19.17,0.78,Distracted
1,22.01,0.81,Distracted
1,17.85,0.48,Distracted
1,21.97,0.94,Distracted
0,30.71,0.29,Idle
1,7.92,0.74,Working
1,22.45,0.77,Distracted
1,20.4,0.93,Distracted
1,28.01,0.53,Distracted
1,13.42,0.99,Distracted
1,26.03,0.64,Distracted
1,22.3,0.43,Distracted
1,26.16,0.85,Distracted
1,11.45,0.41,Distracted
1,17.44,0.98,Distracted
1,17.44,0.8,Distracted
1,19.31,0.97,Distracted
1,26.91,0.71,Distracted
1,29.63,0.86,Distracted
1,7.48,0.9,Working
1,20.94,0.8,Distracted
1,11.21,0.72,Distracted
1,0.21,0.79,Working
1,26.04,0.65,Distracted
1,10.64,0.87,Distracted
1,26.08,0.87,Distracted
0,30.89,0.23,Idle
0,28.53,0.38,Idle
1,2.89,0.96,Working
1,13.33,0.54,Distracted
1,9.5,0.58,Distracted
0,31.98,0.26,Idle
1,2.15,0.62,Distracted
1,23.69,0.52,Distracted
1,19.71,0.51,Distracted
1,24.8,0.59,Distracted
0,20.48,0.1,Idle
1,24.48,0.85,Distracted
0,36.02,0.33,Idle
1,22.99,0.74,Distracted
1,4.46,0.79,Working
0,21.56,0.27,Idle
0,24.24,0.17,Idle
0,31.73,0.14,Idle
1,4.5,0.96,Working
1,17.8,0.95,Distracted
1,13.28,0.98,Distracted
1,9.38,0.54,Distracted
1,29.84,0.51,Distracted
1,21.54,0.51,Distracted
1,13.15,0.65,Distracted
1,6.52,0.59,Distracted
1,6.09,0.73,Distracted
0,25.16,0.23,Idle
0,33.08,0.22,Idle
1,18.84,0.81,Distracted
1,24.67,0.89,Distracted
1,25.6,0.54,Distracted
1,14.31,0.47,Distracted
1,1.03,0.79,Working
1,28.39,0.5,Distracted
1,14.02,0.46,Distracted
1,7.99,0.6,Distracted
0,27.59,0.13,Idle
1,21.82,0.76,Distracted
1,19.13,0.51,Distracted
1,10.13,0.98,Distracted
1,14.16,0.56,Distracted
0,27.45,0.2,Idle
1,7.17,0.69,Distracted
1,22.07,0.65,Distracted
1,23.44,0.79,Distracted
1,1.71,0.62,Distracted
1,23.91,0.87,Working
0,20.94,0.28,Idle
1,28.34,0.87,Distracted
1,1.33,0.7,Distracted
1,10.66,0.71,Distracted
1,25.23,0.84,Distracted
1,2.5,0.88,Working
1,10.75,0.93,Distracted
1,7.66,0.96,Working
0,28.93,0.31,Idle
1,28.8,0.5,Distracted
1,8.09,0.99,Working
1,28.43,0.92,Distracted
1,1.47,0.62,Distracted
1,19.61,0.86,Distracted
1,8.69,0.88,Working
0,27.99,0.2,Idle
1,24.78,0.65,Distracted
1,21.13,0.44,Distracted
1,17.54,0.74,Distracted
1,10.88,0.77,Distracted
1,28.52,0.89,Working
1,13.1,0.94,Distracted
0,39.34,0.31,Idle
1,25.58,0.67,Distracted
1,5.34,0.92,Working
0,25.2,0.17,Idle
1,23.67,0.51,Distracted
1,16.4,0.65,Distracted
0,28.58,0.15,Idle
1,17.97,0.49,Distracted
1,25.65,0.68,Distracted
1,14.04,0.43,Distracted
1,7.53,0.66,Distracted
0,28.3,0.25,Idle
1,28.37,0.91,Distracted
1,6.36,0.9,Working
1,7.79,0.97,Working
0,21.15,0.14,Idle
1,0.37,0.91,Working
1,21.63,0.9,Distracted
0,31.58,0.16,Idle
0,30.77,0.38,Idle
0,24.08,0.35,Idle
1,27.41,0.73,Distracted
0,38.91,0.23,Idle
1,27.1,0.43,Distracted
1,16.0,0.41,Distracted
1,18.48,0.84,Distracted
0,23.9,0.13,Idle
1,21.87,0.72,Distracted
1,10.96,0.97,Distracted
0,33.07,0.4,Idle
1,29.32,0.88,Distracted
1,18.02,0.72,Distracted
0,25.07,0.31,Idle
0,39.06,0.34,Idle
1,22.77,0.62,Distracted
1,18.14,0.98,Distracted
1,16.22,0.69,Distracted
1,3.21,0.67,Distracted
1,22.32,0.95,Distracted
0,23.77,0.29,Idle
1,3.53,0.76,Working
1,29.24,0.97,Distracted
0,25.98,0.22,Idle
1,11.57,0.87,Distracted
1,20.08,0.55,Distracted
1,8.84,0.5,Distracted
0,24.84,0.2,Idle
1,14.01,0.95,Distracted
1,5.7,0.96,Working
1,20.74,0.81,Distracted
1,3.96,0.79,Working
1,16.25,0.78,Distracted
1,21.8,0.57,Distracted
1,28.36,0.51,Distracted
1,1.92,1.0,Working
0,25.65,0.33,Idle
1,5.63,0.47,Distracted
1,13.75,0.64,Distracted
1,18.94,0.43,Distracted
1,14.97,0.52,Distracted
1,13.7,0.76,Distracted
1,20.21,0.68,Distracted
1,5.58,0.58,Distracted
1,6.77,0.83,Working
1,27.54,0.67,Distracted
0,21.45,0.28,Idle
1,16.49,0.46,Distracted
1,10.14,0.51,Distracted
0,30.68,0.16,Idle
0,23.26,0.14,Idle
1,0.64,0.5,Distracted
1,2.59,0.89,Working
1,6.63,0.67,Distracted
1,20.96,0.51,Distracted
1,16.47,0.83,Distracted
1,15.09,0.84,Distracted
1,4.15,0.52,Distracted
1,19.58,0.56,Distracted
1,29.91,0.81,Distracted
1,22.63,0.59,Distracted
1,19.13,0.58,Distracted
1,26.1,0.74,Distracted
1,13.46,0.93,Distracted
1,6.5,0.41,Distracted
1,13.5,0.77,Distracted
1,8.49,0.45,Distracted
1,12.83,0.75,Distracted
0,30.8,0.14,Idle
0,26.48,0.15,Idle
0,33.45,0.27,Idle
1,15.44,0.56,Distracted
0,25.15,0.36,Idle
0,39.95,0.35,Idle
0,25.54,0.25,Idle
1,9.0,0.99,Working
1,18.25,0.44,Distracted
1,28.01,0.45,Distracted
1,17.45,0.7,Distracted
1,17.43,0.59,Distracted
1,19.31,0.81,Distracted
1,8.46,0.49,Distracted
1,14.02,0.7,Distracted
0,39.36,0.16,Idle
0,24.51,0.11,Idle
0,31.05,0.26,Idle
1,12.91,0.5,Distracted
1,24.98,0.64,Distracted
0,24.51,0.29,Idle
1,20.24,0.59,Distracted
1,25.78,0.97,Distracted
1,10.71,0.89,Distracted
1,28.99,0.83,Distracted
0,35.13,0.22,Idle
1,16.73,0.67,Distracted
1,24.14,0.8,Working
1,18.15,0.97,Distracted
1,13.24,0.46,Distracted
1,10.24,0.85,Distracted
1,23.09,0.41,Distracted
1,2.35,0.51,Distracted
1,4.52,0.51,Distracted
0,39.99,0.2,Idle
1,13.87,0.97,Distracted
1,15.67,0.72,Distracted
1,24.53,0.73,Distracted
1,14.02,0.53,Distracted
1,29.03,0.99,Distracted
0,27.79,0.35,Idle
1,10.92,0.43,Distracted
1,17.72,0.83,Distracted
1,1.19,0.59,Distracted
1,26.8,0.77,Distracted
1,19.44,0.52,Distracted
1,19.64,0.41,Distracted
1,3.3,0.77,Working
1,11.63,0.73,Distracted
1,21.66,0.69,Distracted
1,23.01,0.71,Distracted
1,4.53,0.45,Distracted
1,5.05,0.65,Working
1,0.28,0.78,Working
1,24.86,0.84,Distracted
1,5.15,1.0,Working
1,24.2,0.42,Distracted
1,20.0,0.85,Distracted
1,12.21,0.5,Distracted
1,3.85,0.6,Distracted
1,25.59,0.53,Distracted
0,36.28,0.35,Idle
1,23.52,0.68,Distracted
0,27.1,0.11,Idle
0,23.22,0.17,Idle
1,15.82,0.7,Distracted
1,6.0,0.49,Distracted
1,22.01,0.84,Distracted
0,25.51,0.37,Idle
0,39.5,0.27,Idle
0,35.34,0.15,Idle
1,24.1,0.55,Distracted
1,3.1,0.7,Distracted
1,10.2,0.53,Distracted
1,15.98,0.85,Distracted
1,14.07,0.9,Distracted
1,20.76,0.71,Distracted
1,27.75,0.41,Distracted
0,37.62,0.33,Idle
1,21.12,0.94,Distracted
0,22.47,0.15,Idle
1,11.73,0.63,Distracted
0,31.28,0.36,Idle
0,21.95,0.32,Idle
0,31.1,0.23,Idle
1,29.35,0.82,Distracted
0,34.65,0.18,Idle
1,3.23,0.72,Working
1,24.72,0.45,Distracted
1,26.55,0.55,Distracted
1,23.04,0.87,Distracted
1,9.25,0.76,Working
1,29.55,0.45,Distracted
1,17.91,0.94,Distracted
1,10.74,0.48,Distracted
1,8.43,0.72,Working
1,26.34,0.95,Distracted
0,32.07,0.27,Idle
1,21.97,0.67,Distracted
1,8.92,0.79,Working
1,15.97,0.52,Distracted
1,15.83,0.42,Distracted
1,7.97,0.77,Working
1,9.91,0.82,Working
1,8.8,0.51,Distracted
1,24.36,0.55,Distracted
1,6.78,0.75,Working
0,35.54,0.27,Idle
1,8.15,0.49,Distracted
1,23.75,0.64,Distracted
1,12.28,0.59,Distracted
1,17.06,0.47,Distracted
1,5.93,0.62,Distracted
1,27.98,0.78,Distracted
0,29.8,0.31,Idle
0,21.88,0.36,Idle
1,29.28,0.79,Distracted
1,14.41,0.55,Distracted
1,22.55,0.49,Distracted
1,21.79,0.89,Distracted
0,36.66,0.17,Idle
0,39.18,0.18,Idle
0,39.73,0.23,Idle
1,20.55,0.75,Distracted
1,9.89,0.57,Distracted
0,28.2,0.11,Idle
1,5.28,0.85,Working
1,18.72,0.8,Distracted
1,1.59,0.65,Distracted
1,21.86,0.99,Distracted
0,33.3,0.39,Idle
1,24.51,0.94,Distracted
1,6.91,0.59,Distracted
1,14.8,0.92,Distracted
1,21.07,0.72,Distracted
1,22.07,0.79,Distracted
1,14.6,0.71,Distracted
0,31.96,0.24,Idle
1,28.66,0.9,Distracted
1,0.43,0.93,Working
1,23.25,0.44,Distracted
1,18.13,0.92,Distracted
1,22.45,0.8,Distracted
1,29.71,0.48,Distracted
1,15.92,0.78,Distracted
1,8.62,0.76,Working
1,29.72,0.88,Working
1,7.93,0.87,Working
0,21.22,0.21,Idle
0,32.63,0.32,Idle
0,27.47,0.13,Idle
1,24.53,0.8,Distracted
1,3.77,0.81,Working
1,5.49,0.85,Working
1,17.98,0.6,Distracted
0,34.86,0.39,Idle
1,26.43,0.88,Distracted
1,18.09,0.81,Distracted
0,39.52,0.13,Idle
1,24.03,0.87,Distracted
1,3.99,0.94,Working
0,38.37,0.39,Idle
0,22.61,0.29,Idle
1,1.87,0.63,Distracted
1,3.19,0.78,Working
1,19.34,0.81,Distracted
0,23.64,0.14,Idle
1,27.03,0.98,Distracted
1,22.52,0.5,Distracted
1,13.55,0.89,Distracted
1,13.48,0.9,Distracted
1,18.43,0.59,Distracted
1,9.21,0.4,Distracted
1,0.82,0.51,Working
1,7.61,0.43,Distracted
0,28.1,0.32,Idle
1,0.49,0.9,Working
1,13.9,0.91,Distracted
1,27.11,0.5,Distracted
1,14.34,0.73,Distracted
1,25.45,0.9,Distracted
1,20.71,0.43,Distracted
1,20.15,0.56,Distracted
1,27.31,0.52,Distracted
1,18.92,0.94,Distracted
1,28.92,0.45,Distracted
1,24.14,1.0,Distracted
0,29.98,0.18,Idle
1,29.06,0.5,Distracted
1,23.95,0.71,Distracted
0,27.83,0.38,Idle
1,22.68,0.62,Distracted
1,22.2,0.84,Distracted
1,24.24,0.4,Distracted
1,4.88,0.42,Distracted
1,13.17,0.5,Distracted
1,1.59,0.69,Distracted
1,17.83,0.77,Distracted
1,0.67,0.74,Working
1,20.24,0.77,Distracted
1,26.97,0.87,Distracted
1,6.58,0.83,Working
1,24.46,0.53,Working
1,19.47,0.55,Distracted
0,31.67,0.26,Idle
1,24.33,0.43,Distracted
1,9.53,0.68,Distracted
1,28.04,0.79,Distracted
1,18.13,0.51,Distracted
0,33.8,0.17,Idle
1,2.52,0.68,Distracted
1,21.15,0.76,Distracted
1,6.35,0.88,Working
1,22.06,0.72,Distracted
0,21.54,0.22,Idle
1,14.77,0.83,Distracted
1,1.16,0.5,Distracted
1,25.58,0.93,Distracted
1,8.81,0.56,Distracted
0,22.4,0.32,Idle
0,28.54,0.31,Idle
1,13.1,0.44,Distracted
1,0.67,1.0,Working
1,3.43,0.86,Working
0,24.92,0.37,Idle
1,6.64,0.73,Working
1,14.96,0.95,Distracted
1,28.8,0.6,Distracted
0,20.03,0.26,Idle
0,30.66,0.13,Idle
1,5.63,0.93,Working
1,26.25,0.48,Distracted
1,21.26,0.51,Distracted
1,7.97,0.93,Working
1,6.9,0.83,Working
1,2.15,0.78,Working
1,17.08,0.62,Distracted
1,7.86,1.0,Working
1,21.87,0.56,Distracted
1,26.65,0.96,Distracted
1,18.53,0.91,Distracted
1,11.12,0.97,Distracted
1,6.08,0.42,Distracted
1,20.48,0.43,Distracted
1,23.46,0.59,Distracted
1,10.41,0.83,Distracted
1,6.22,0.84,Working
1,17.21,0.48,Distracted
1,8.64,0.8,Working
1,9.92,0.73,Working
1,1.05,0.43,Distracted
1,24.9,0.68,Distracted
1,1.53,0.68,Working
1,6.15,0.57,Distracted
1,1.58,0.74,Distracted
1,23.91,0.83,Distracted
1,26.66,0.59,Distracted
1,1.97,0.78,Working
1,8.54,0.71,Working
1,6.74,0.56,Working
1,27.53,0.62,Distracted
1,14.21,0.92,Distracted
1,5.84,0.91,Distracted
1,10.61,0.95,Distracted
0,29.74,0.21,Idle
0,32.84,0.4,Idle
1,11.74,0.85,Distracted
0,23.77,0.31,Idle
1,26.99,0.7,Distracted
1,20.19,0.95,Distracted
1,8.56,0.98,Working
0,20.34,0.11,Idle
1,20.09,0.42,Distracted
1,22.31,0.89,Distracted
1,21.32,0.99,Distracted
0,36.61,0.21,Idle
1,7.35,0.52,Distracted
1,11.76,0.93,Distracted
1,9.13,0.96,Working
1,14.06,0.79,Distracted
1,6.06,0.86,Working
1,12.27,0.98,Distracted
1,22.62,0.44,Distracted
0,36.61,0.39,Idle
1,28.78,0.46,Distracted
1,3.1,0.63,Distracted
1,26.05,0.74,Distracted
1,26.98,0.87,Distracted
1,25.57,0.83,Distracted
1,1.08,0.4,Distracted
0,36.58,0.29,Idle
0,21.42,0.18,Idle
1,24.88,0.97,Distracted
0,20.9,0.11,Idle
0,20.55,0.22,Idle
1,5.43,0.98,Working
1,5.9,0.59,Distracted
1,21.0,0.83,Distracted
1,5.53,0.79,Working
1,14.33,0.79,Distracted
0,24.51,0.12,Idle
1,22.23,0.5,Distracted
1,6.84,0.83,Working
1,9.18,0.65,Distracted
1,23.67,0.97,Distracted
1,27.66,0.47,Distracted
0,21.68,0.26,Idle
1,13.92,0.44,Distracted
1,13.5,0.41,Distracted
0,22.86,0.34,Idle
1,27.62,0.94,Working
1,24.29,0.82,Distracted
1,23.08,0.97,Distracted
1,16.01,0.81,Distracted
1,25.13,0.63,Distracted
1,6.66,0.89,Working
0,34.51,0.1,Idle
0,20.8,0.29,Idle
1,8.11,0.97,Working
1,25.39,0.94,Distracted
1,19.28,0.89,Working
1,15.17,0.93,Distracted
1,17.88,0.62,Distracted
1,15.55,0.91,Distracted
1,14.08,0.51,Distracted
1,8.32,0.96,Working
1,20.66,0.51,Distracted
1,28.47,0.96,Distracted
1,28.61,0.79,Distracted
0,22.27,0.21,Idle
1,22.19,0.95,Distracted
1,13.24,0.9,Distracted
1,12.62,0.71,Distracted
0,28.37,0.39,Idle
1,24.8,0.86,Distracted
1,24.31,1.0,Distracted
0,35.48,0.22,Idle
1,13.43,0.91,Distracted
0,20.62,0.19,Idle
1,26.4,0.79,Distracted
1,5.87,0.54,Distracted
0,37.8,0.32,Idle
1,8.54,0.58,Distracted
0,22.65,0.15,Idle
1,29.9,0.91,Distracted
1,10.73,0.86,Distracted
1,14.9,0.64,Distracted
1,8.85,0.65,Distracted
0,33.93,0.33,Idle
1,13.07,0.91,Distracted
1,20.92,0.93,Distracted
1,25.53,0.79,Distracted
1,0.25,0.72,Working
1,18.75,0.42,Distracted
1,19.94,0.52,Distracted
1,16.53,0.73,Distracted
1,13.97,0.48,Distracted
0,23.95,0.22,Idle
1,26.12,0.44,Distracted
1,6.77,0.92,Working
1,18.76,0.67,Distracted
1,16.44,0.94,Distracted
1,26.07,0.7,Distracted
1,4.48,0.52,Distracted
1,27.24,0.65,Distracted
1,19.31,0.75,Distracted
1,25.73,0.64,Distracted
1,22.74,0.9,Distracted
1,22.07,0.65,Distracted
1,15.29,0.55,Distracted
1,15.71,0.96,Distracted
1,10.92,0.44,Distracted
0,31.64,0.22,Idle
1,21.02,0.88,Distracted
1,26.8,0.4,Distracted
0,20.4,0.14,Idle
0,32.64,0.31,Idle
0,28.39,0.27,Idle
0,30.71,0.38,Idle
0,35.45,0.35,Idle
1,25.85,0.41,Distracted
1,6.2,0.89,Working
1,7.67,0.52,Distracted
1,24.21,0.53,Distracted
1,10.39,1.0,Distracted
1,5.34,0.72,Working
0,35.77,0.38,Idle
1,27.2,0.99,Distracted
1,8.6,0.83,Working
1,1.15,0.66,Distracted
1,14.37,0.84,Distracted
1,22.51,0.66,Distracted
1,20.95,0.67,Distracted
0,27.11,0.21,Idle
0,28.05,0.3,Idle
1,22.09,0.64,Distracted
1,17.99,0.99,Distracted
0,35.7,0.25,Idle
1,26.72,0.55,Distracted
1,16.69,0.49,Distracted
0,27.71,0.23,Idle
1,29.63,0.71,Distracted
0,25.78,0.2,Idle
0,35.46,0.31,Idle
1,18.79,0.64,Distracted
1,17.59,0.85,Distracted
0,38.59,0.16,Idle
1,0.83,0.76,Working
1,6.63,0.42,Distracted
1,25.55,0.47,Distracted
1,13.41,0.59,Distracted
1,11.26,0.42,Distracted
0,38.84,0.11,Idle
1,13.83,1.0,Distracted
1,12.01,0.98,Distracted
0,24.71,0.39,Idle
1,2.5,0.75,Working
1,23.5,0.72,Distracted
1,25.83,0.54,Distracted
1,11.78,0.5,Distracted
1,20.21,0.64,Distracted
1,4.7,0.53,Distracted
0,34.24,0.23,Idle
1,25.02,0.69,Distracted
1,21.0,0.87,Working
1,18.12,0.69,Distracted
1,7.11,0.72,Working
1,22.26,0.45,Distracted
1,10.78,0.5,Distracted
1,0.08,0.88,Working
1,28.32,0.45,Distracted
1,10.05,0.61,Distracted
1,26.28,0.79,Distracted
1,21.59,0.76,Distracted
1,25.32,0.92,Distracted
1,24.66,0.91,Distracted
1,5.2,0.61,Distracted
0,32.78,0.13,Idle
1,21.04,0.5,Distracted
1,2.92,0.75,Working
1,18.52,0.52,Distracted
1,7.63,0.74,Working
1,16.92,0.88,Distracted
0,28.37,0.28,Idle
0,34.0,0.28,Idle
1,7.77,0.63,Distracted
1,17.5,0.41,Distracted
1,14.45,0.57,Distracted
0,30.57,0.39,Idle
0,31.44,0.2,Idle
1,29.55,0.91,Distracted
0,21.55,0.2,Idle
1,28.95,0.57,Distracted
1,5.31,0.42,Distracted
0,32.37,0.34,Idle
0,28.88,0.15,Idle
1,3.23,0.6,Distracted
1,2.45,0.63,Distracted
0,24.84,0.16,Idle
1,15.96,0.64,Distracted
1,21.12,0.47,Distracted
0,28.73,0.2,Idle
0,32.87,0.38,Idle
1,15.66,0.69,Distracted
1,19.62,0.54,Distracted
1,26.24,0.91,Distracted
1,10.95,0.84,Distracted
1,24.75,0.58,Distracted
0,37.11,0.14,Idle
1,29.77,0.96,Distracted
1,22.83,0.85,Distracted
1,3.2,0.94,Working
1,29.06,0.96,Distracted
1,27.22,0.4,Distracted
1,26.06,0.47,Distracted
1,28.01,0.61,Distracted
1,21.09,0.91,Distracted
